user_id	friends_id
14780915	[103012173, 1454497597465534464, 299563652, 2295911619, 181561712, 18237711]
16929520	[61384123, 123327472, 46920136, 12422582, 14623284, 620632841]
50769180	[336464442, 833673914, 1471592652269363206, 190905427, 1427361863830949908, 1290635110149169152]
213291472	[60181921, 46518690, 14660096, 130057886, 20754104, 48069880]
14669951	[211346617, 478733284, 1836415555, 1426227719470157827, 18677260, 808424449552896000]
2461887810	[1283041821329895424, 20374624, 13115502, 193476889, 229981309, 1617732804]
86141342	[218186597, 31779156, 958167261159854081, 155709334, 247022327, 31599456]
1994321	[32838475, 47951057, 390322035, 1099995905355403265, 78367027, 1050085152154640386]
22411875	[40965357, 840794702, 2557987609, 129130834, 309976035, 25175356]
16374678	[3302619878, 1459074529, 1394729396313878529, 42368185, 1147151911772151813, 38287098]
28785486	[24844300, 88856085, 20601037, 18274250, 3033098871, 1488913117]
171802941	[345761341, 23274051, 3229440529, 1203556320, 1040962352, 1003580074078003200]
14293310	[933202452697853952, 849591540792131584, 44937090, 898539348345462784, 1330664690054275072, 702029537727545344]
8839632	[18294856, 849005587744608257, 16072058, 9907172, 360743972, 2818532994]
18999969	[84663746, 904903847658876928, 517753102, 2986236707, 20539937, 19344232]
49616273	[1260881050005315586, 1240860947826311169, 99004419, 365216346, 1233144962583343105, 1231750144485277696]
6017542	[1225186043261046785, 45383269, 11856482, 37590426, 27101698, 18254895]
2884771	[195271137, 66923871, 907290774022217728, 258334566, 75137901, 101516969]
9609632	[1514752100, 824799521263595520, 39193208, 43797149, 414460605, 34752409]
623611206	[1106602989794422784, 2420023177, 1926489392, 3041623413, 1933042237, 17881816]
15012486	[26448261, 86129724, 20280088, 957025192605306880, 1018682768828567552, 6948322]
380648579	[125220395, 43455835, 19487246, 3392069121, 150599763, 433708137]
3224780809	[3038709259, 892768105285509120, 421274610, 134879863, 3306102251, 933279668]
426802833	[407464670, 4267082849, 135692196, 276445663, 14577845, 512891547]
1090556088	[1005562324005146625, 21409457, 4578275315, 598655911, 1015227876126412800, 983108315466162178]
249293918	[235367600, 49043438, 630728313, 24020447, 105250713, 228898436]
786764	[7087662, 755733657466331136, 74803924, 14291830, 27210730, 793052490644291584]
16193222	[172851265, 853229442, 261430373, 6539592, 1428513298123837447, 935662317190172672]
13215132	[18407019, 12705982, 592286290, 1073242482551480321, 3119877934, 2565727201]
3646911	[23635799, 143052179, 469398051, 13534632, 28406270, 268623262]
225238649	[904225431133446144, 1285071877338259456, 121288665, 1107828322996641792, 52941351, 751474531370299394]
1960878613	[17590516, 1301854118, 848921182447562752, 3247141915, 2392524368, 93322104]
64643056	[573498801, 818905354205622276, 522886434, 1432766978389905413, 1200192497441558528, 312696314]
15164565	[132344326, 2182392464, 1089162971375419393, 1488218705448386560, 1343696892429910016, 13783772]
10774652	[2555083470, 421151092, 64345537, 4844048567, 60680268, 4819538573]
1767741	[701100303156953088, 26405276, 56466021, 608616316, 57048551, 21879358]
241056520	[17157929, 21146733, 165514516, 716435110845808641, 48075372, 266713059]
8936082	[593837736, 2846816302, 189896485, 243081319, 21210721, 3441357856]
69009254	[302812134, 942992595415789568, 836817425328930816, 24257127, 2768542457, 1410028926819254276]
115754870	[736133383, 1274502441749360642, 35580401, 759786534, 15484198, 2958988084]
13049362	[17220817, 2919018056, 29860364, 15573174, 24580902, 305967569]
18643437	[1413127927202557952, 1469997845298171904, 801203059359678464, 30935020, 738707750570602496, 1404412545805471746]
2836421	[42176166, 14690919, 1308920081439772673, 1312056419429093376, 1708305312, 845945042]
9763482	[15525413, 119950049, 270949237, 41874485, 1440569113928089605, 158414847]
18071459	[1238270704698736640, 24531730, 111400999, 193352925, 16113700, 70440910]
957502914	[197284736, 28115444, 25127256, 754914026, 65273791, 264303725]
18856867	[594886554, 1226624031367073793, 1137701, 30011100, 760761161910460416, 592730371]
16343974	[1379424519639724032, 286734617, 59607564, 24913568, 150380296, 962031759020797952]
807095	[8344522, 16686144, 14974776, 1109315304, 61734492, 143571157]
18013279	[1102991598063890432, 3384690749, 2927491919, 1488588362374070275, 1344083599889469440, 2339574482]
15754281	[21792170, 1671402630, 191975272, 2743157366, 431719095, 2655016260]
16331010	[25144145, 123276343, 319907182, 16537989, 1850127757, 13262862]
198746638	[99299078, 1532857747, 60246606, 19521118, 162535829, 3245340318]
102700680	[146423935, 4493743294, 1926360631, 81805643, 1389974425685176321, 3458195901]
111556701	[65828853, 230930518, 1301854118, 27115071, 386194881, 818203045854990336]
292816822	[405114203, 18561929, 256912302, 1283729682, 1254148787053817856, 1177341318525120512]
16184358	[4071001, 349249475, 230787751, 19847181, 1036631333433421824, 23350094]
115245884	[96759874, 3020659913, 302657188, 2722012292, 264973470, 3447934336]
243163874	[887789130, 28477844, 181948237, 744260935527735296, 17979867, 14170232]
362144301	[1161155834, 1060578475, 604562104, 716510182, 92771309, 954690101879169024]
8736882	[30348583, 218333534, 291626846, 38491229, 113767155, 24174356]
16211434	[319798133, 35877117, 58954780, 62917865, 434898980, 544684867]
19921215	[23909534, 20421905, 489144400, 92849124, 2148387230, 1005799404656365568]
1291770157	[14261961, 287830593, 1409137013035397121, 15433452, 566277391, 14758713]
237403203	[149249345, 1254430636259135490, 1350523269686943748, 1264302223833608199, 32281887, 434458299]
597251143	[35948186, 570425290, 1457978668710449155, 598055633, 25877907, 221179719]
232520849	[1371249965775925253, 85383361, 924836857988313088, 300796564, 53414786, 403075133]
166002047	[34369632, 2391225308, 397542335, 2288980522, 242763001, 50057094]
100629223	[1267366726921891840, 22721357, 1293937695354318848, 330854659, 299469298, 1695202670]
70468535	[596812930, 1446432654, 75343905, 2521469449, 1427361863830949908, 1208442468]
3108351	[577717653, 1536493496, 19186003, 1093265779, 889679926202445824, 890994369846796288]
3369234799	[36696478, 111153677, 3116298669, 1686180224, 1133233587157962752, 1220472117763817472]
232901331	[585885428, 106795595, 1430282093775499266, 101597075, 3167568804, 429415553]
87818409	[65356121, 18667799, 4300957042, 247476364, 19362713, 143603147]
770352762	[390274454, 49862982, 18131961, 760284345466707968, 2542353439, 272071608]
94215989	[14981648, 2416829539, 177733879, 21865734, 33727663, 962205008]
22724717	[571488084, 1405067657016057857, 36823303, 1052099707076395009, 2258689484, 266503977]
22872643	[141664648, 300595743, 87318558, 18846868, 148441402, 24996939]
759251	[277654637, 1367206038093656068, 66187523, 115169558, 1276216630306054144, 587188423]
25067168	[402122209, 2760439619, 737389683731275776, 1202714036841984001, 114675553, 1014831386514083840]
25049056	[1560140778, 2341885704, 2712775950, 3346104972, 5770762, 1008599230557155329]
9651232	[1309112745950883840, 1627734804, 2563715586, 37390030, 314494880, 377424425]
225235528	[16908436, 719241386567077889, 351457936, 32707036, 1267560695496953857, 14982804]
584031440	[954072202466549760, 1044060734806790144, 747873537554321408, 143522902, 1212023329348964352, 1132420272118730756]
20012204	[234624450, 255351091, 191184478, 445754523, 26813101, 14521926]
1652541	[51422987, 637155972, 61236039, 27310927, 245884756, 1675264694]
17820367	[2444470726, 930768746200711168, 13241522, 1005112325941194752, 270127572, 2313955435]
88944711	[42612159, 480418245, 1075768917946220544, 43313992, 617602505, 2579359027]
788524	[290735485, 18045304, 3144928678, 18553134, 169767749, 80262276]
143145579	[1113898497357623296, 1110190452, 31252613, 3948308435, 2960213008, 512554477]
18565988	[17024292, 36707330, 2904190074, 2479077845, 223204795, 57893062]
18939358	[2864964687, 612697998, 1337500800830955521, 2966570782, 2271067363, 1075392210]
20748745	[85590606, 1333164412262203393, 398036535, 15867018, 24685243, 482388629]
24165761	[1679795634, 3998451045, 512844010, 586032653, 961697029411037184, 820705814906339328]
6433472	[20759034, 3097367692, 197284736, 60637549, 1768323372, 49825355]
40340946	[58845996, 15013823, 79011772, 210713704, 69397269, 201761401]
97994396	[1143565162026172416, 203727586, 956867275000373248, 35671433, 2191884285, 2296463414]
717313	[15165493, 196233238, 888171786256261120, 17853538, 1118652581310545922, 27767135]
19417492	[848280544152608769, 1973358372, 1144774139896565760, 1372983406221524993, 1155273721793392642, 1384191416738271234]
9112032	[14235543, 121613132, 821806428, 11740172, 41712041, 171653863]
205789121	[877509428391575552, 2988453452, 1004160071629238277, 2355984187, 619195928, 857720133019684865]
32652567	[49785781, 84081044, 1371693171718115328, 204417294, 290834660, 1150475613100134401]
216776631	[963973126030790657, 807323561924947968, 14335586, 858809231167942660, 947532584916959233, 1166373082208112640]
196168350	[1178252481442267136, 1391554070041743367, 455394184, 2474749586, 253872062, 130956302]
466645191	[1405226671431557120, 2938779998, 1118679741836537859, 3551856373, 2957152528, 334464637]
171606833	[254615390, 18870180, 1491151602060873729, 26262426, 1452756132, 27384098]
22298680	[1493741814590816263, 1478780760110809092, 46077922, 1247595381493563395, 281732396, 131482423]
377778216	[17076330, 170871478, 285622842, 965253865, 57724877, 24324469]
22077368	[314099893, 14086037, 1924267292, 195759872, 1226902074656514053, 2864429747]
9300262	[1917611970, 752606238135902208, 550689009, 30262082, 1485049023538991108, 55650719]
74361628	[119358191, 839252485277646848, 1412646787, 20568173, 4493134048, 1285925189105127425]
42958829	[20280088, 337990840, 778647051978539008, 28888320, 233788247, 845001409]
3293118434	[1445489540748042256, 307083860, 1112724144427139072, 27479025, 185272231, 2972870754]
207495308	[830109535935279109, 221635888, 3240175268, 3739284552, 183513146, 14345113]
109234928	[345761341, 884593381258608640, 1306124826, 305029125, 25910624, 315535646]
2467791	[1024348052, 1151848578, 22454166, 405638663, 20519694, 999144139420651520]
25977925	[23937894, 1325164832799264768, 818733968, 252216243, 1177256290999001088, 3419251203]
14499829	[1386972731963547652, 1223276177177108480, 1000391822189965312, 750693674434957316, 3319210530, 111529937]
243628984	[720635490878271488, 115039450, 22544807, 1453366597201059846, 480405720, 38526133]
97474887	[190459524, 288363743, 2303374783, 2825591395, 44157405, 111060879]
11616202	[1137379477, 21654544, 16163627, 256159524, 632532030, 21657046]
328967731	[2313918458, 334946491, 1240608745815711745, 529250880, 412615699, 218759071]
380285402	[783027305954279424, 17590516, 23176276, 111400999, 11744152, 3059080869]
14173315	[42782695, 1484541770755198976, 7768402, 136550204, 2324171618, 30487036]
14662354	[173925279, 1261946366168911873, 2338622284, 32133295, 466864852, 1452140808]
3337804853	[233979612, 818274514131763200, 34039362, 1360351357815951360, 894305143, 1197992176367652865]
18201114	[1380228370424721408, 265104007, 431721243, 26713284, 225613426, 567562934]
216299334	[114936799, 24770461, 22928810, 548078410, 191100226, 16834659]
26487169	[34715823, 479951549, 1207054845141762048, 1347318288850825217, 2970892229, 15719232]
201977673	[334475062, 1470743813438447616, 634301257, 3309855052, 1336841194526048256, 1679718330]
52327900	[1275927619226095616, 1027363673562464257, 134704905, 508906511, 726379555565375489, 1066281565901258752]
6038642	[4099642455, 447287656, 366955988, 3331588833, 25314675, 38216246]
2716396878	[2443022279, 1421277705455038464, 987317488374329347, 877500854902939648, 1089641246426099712, 885279805]
25210650	[189376144, 45510215, 1466129890147811336, 763422344, 1104851137801273344, 384270118]
2163076560	[35459949, 23491400, 84994140, 1484951996650209288, 541174362, 38528124]
131538331	[2756567134, 264219447, 4018573882, 1242855751942647813, 27245742, 248859211]
256596567	[47248291, 1733125729, 4795202481, 24253642, 90034386, 19382041]
2689574322	[811414973985550336, 1201027070291169280, 4138525213, 88566817, 710297301802205184, 3374149533]
15438913	[50281197, 19096944, 75343905, 1079425544998080512, 3059080869, 3740896163]
462104542	[81910236, 1084375028, 631310817, 28639189, 20776147, 4926083998]
44685373	[376431595, 100015579, 1002926077, 1139651091140894725, 764910770, 161427410]
7309052	[541143164, 17425181, 224406825, 107337724, 783027305954279424, 29222187]
36730252	[1113581581, 50389008, 27384098, 2458191209, 801727519, 423804754]
7900962	[20626144, 103111232, 24254084, 1465928304679075846, 1005853734, 19217369]
15553222	[181769935, 28613095, 957363241486770176, 16685008, 38748776, 210993757]
14934818	[302657188, 21535507, 464193349, 15129069, 1007712073806221313, 18677951]
14940354	[16976061, 89887215, 384027690, 27481883, 1276140426, 708861759029977089]
15736190	[16705419, 21092704, 114349359, 137310688, 26206400, 4241651]
19091173	[18812728, 3024819972, 36266589, 1467931973616386052, 808080314, 1426227719470157827]
594886554	[44437293, 1492606668512940033, 1492680207878266881, 1492509537085136900, 2456819246, 36715753]
454249913	[719187877, 780644342281019392, 2743085598, 2280996480, 991054211000369152, 979453825214906368]
1137881	[419083835, 74231747, 828675346870497281, 978665052797652992, 245987858, 588566077]
42407972	[15432218, 1031612276, 19811190, 314587185, 763010018, 1343644345195520000]
17446621	[1356801560936910848, 4846966540, 1314017659571195905, 1684367354, 27384718, 892219807]
972651	[911771055684853760, 249013297, 192606233, 425658819, 340715038, 558787313]
491960101	[372545489, 104975983, 840703239989284864, 1208160128060379136, 1363351115996127232, 996331578878930944]
2304239234	[28370110, 114865589, 395031855, 1182134386214555648, 897456209019768832, 817858097960067072]
13654792	[6425342, 3143761547, 346936642, 524489865, 4516023204, 1447603995179057156]
5695632	[79536438, 1263268498056200192, 411928529, 243162131, 256596567, 115202137]
20250241	[334315748, 155686522, 45100745, 31972420, 749626086309462016, 1348631247111778309]
17004618	[905539072621518850, 1361211926039072768, 2209770648, 4770256988, 342863309, 15927844]
4826510725	[787228434, 24358319, 3843640245, 830288209112334338, 718226414, 719427413784965120]
358545917	[1280435187986264065, 998015357032988673, 1495411078989242376, 566030797, 837555557804339202, 191871143]
247412653	[79021932, 833607031, 298161138, 18129263, 1325164832799264768, 74212033]
292432955	[28746590, 1183779272, 4181592982, 281086408, 21779148, 35991327]
715044396	[1225610576107204608, 1317712256277254144, 19864495, 1420843155612651521, 1447696780351590406, 16325218]
4855687055	[961416520520921091, 2161875486, 1349464766759264259, 1308733026306723842, 6999852, 332268342]
159052174	[748591305790488576, 981049941983293440, 1392217442303291396, 596185887, 3412405799, 1005645781]
19063323	[1491296957264203776, 1189289949520187392, 1181599936816832513, 33771490, 792031639832502272, 1240340521798848514]
635053388	[274956690, 341977904, 781653026, 627259869, 544970462, 554471598]
25036511	[536540206, 1668826021, 25871658, 1052099707076395009, 262219168, 222026057]
150135224	[789553908, 2891770675, 1363675264706699269, 1060036002792783873, 782428548778774528, 3548096477]
18668407	[1123361791306797062, 152656121, 19979086, 25087909, 799183702253338624, 317861977]
1137638220	[776880309589512192, 23918128, 886398296146706432, 25623594, 493526610, 1196089093840658432]
3300205033	[31124168, 1372738882513596420, 1398627109916995587, 80619799, 1453007764935127048, 922242297730949121]
18208354	[1006272236028915712, 339061487, 34367582, 859974366, 1357717304931479552, 1344104506489856000]
4541374877	[1861505246, 1081323332, 1467454123, 3266904781, 2812857721, 370476515]
11350892	[21575420, 2408386146, 71177911, 34993020, 969251736065101824, 32335812]
16041234	[763010018, 30378270, 233001368, 453433042, 34359976, 65494780]
17697300	[316839360, 809994381281390592, 1334172248337305608, 1457823624254173185, 1441568135547523074, 743098258441003009]
455764741	[776503480144031744, 315823280, 131880063, 1276048330586537985, 49367983, 1183132214680150016]
16116288	[100802089, 819176919899971586, 1512372240, 2310817963, 144891724, 30070035]
32639940	[501480900, 2575215583, 1360072554279440388, 945693405694357504, 1422893546533752835, 12369372]
15250661	[59086819, 752836525, 305328519, 1105651372622385152, 867218820707999744, 27179466]
7702542	[1520204418, 499696436, 86010091, 926054168753709056, 327862439, 1067219416700633089]
42896073	[25339271, 146568746, 2232041, 1343036322, 141664648, 90194701]
510455186	[237245772, 1242446202, 1596620473, 19961271, 115458769, 226579418]
67958182	[470444339, 942222592353624064, 21419847, 1597416416, 17422787, 339934978]
80185804	[4081561283, 164738666, 1161729442634502147, 98097885, 97919255, 117732057]
1020058453	[251236863, 1131622820289626113, 2679844136, 599613853, 940642868003295233, 356272826]
44862126	[1089897637996912641, 936563297863606273, 1269273238393126912, 704831647, 362697905, 2338586022]
22123727	[1082432881622798336, 1495915852587159553, 1054474598849236992, 179723434, 1413878391430737926, 1407315240203608071]
30699754	[19578598, 17344272, 1536493496, 76743356, 1170423026086764544, 163598915]
2396804350	[929708603405225985, 283590742, 1454725321362743296, 138227312, 1467890468218355712, 23799034]
272114651	[2204151218, 896689664, 607039851, 827473845170950146, 1262124102208286720, 1246819946321059840]
91478624	[153474674, 709313, 4885952657, 1949506316, 1187385297652404225, 1278930108]
1932737630	[1491395856674795521, 1030546808743841794, 1494115693406654469, 1449024782482116612, 19829092, 1494860670172602369]
54322823	[2294925079, 1484566100029358081, 1225806164199460864, 1205270796320563202, 1250502337006899201, 979767979293528064]
26900055	[47803454, 621521119, 1040091554378145792, 878225881, 1453036946276577280, 1422656207735517184]
14511951	[151763704, 4462528175, 1156241458258534400, 73987740, 2377287531, 2275077139]
442653867	[3262745113, 1594502564, 2768983417, 2539499704, 803268216, 3397041853]
51241574	[3289148286, 1070166448650227712, 2790060134, 950080988, 820206819935158272, 24104239]
60113766	[1367236588837752833, 879548970082721792, 1319523522, 2574575155, 24903444, 104041448]
15359578	[163018653, 115745371, 73758044, 1114663532, 333734966, 128659076]
16664681	[28190617, 376326941, 1732149619, 5949582, 2740412094, 7383532]
39308549	[29606563, 35999496, 987129064287817735, 1455560254914056195, 1261358687295324160, 1181680423652532225]
8953122	[16635277, 1123064404722032640, 152142811, 1158121671724847104, 190063585, 19076011]
491461409	[359329152, 2894032402, 1006927430353813504, 36965743, 31439580, 11862562]
166329578	[1126553316790378496, 1477949894, 1079143069038059520, 1167536925793816581, 14731096, 360132736]
1140451	[113625907, 351947172, 1188329290162675713, 785237870, 16018805, 18351840]
43508994	[2376971876, 1468266445339611147, 16999554, 846466404, 1094737448003948544, 1451592364636741658]
709497411144523776	[3421910597, 127876805, 335294029, 4761542476, 937594944373407744, 1017342984591773696]
18284815	[34916539, 61608747, 1478204994, 21102116, 22537471, 27565899]
17469289	[817218718396624896, 914281622027022336, 279276971, 33677778, 15981436, 4133204999]
572278319	[922092480, 70806423, 894236563, 259861629, 589969980, 121211754]
2302239423	[1296283708081635328, 823439683363475458, 318124024, 1264672933206724608, 56726444, 1357902373671342081]
1564676498	[708448405962559489, 1250732653, 594787425, 2232413696, 807727243179032576, 2638446723]
15515169	[1352842826627883009, 168470806, 950469782, 950403960493535232, 4205133682, 1098315781723643906]
282695161	[69046916, 1490489938512695298, 1038799595852128257, 1404136166291615745, 1238608990243880960, 877932514425417728]
755113	[51971452, 14108027, 1219477299034128384, 21144206, 3968888187, 58091909]
3594364096	[1070849493430665216, 1166898768534523905, 825230612831166466, 1045434508185501697, 831577159605039105, 862109305650249729]
23995748	[61055970, 1572183187, 37825157, 1972791858, 2905909684, 623306247]
9235982	[722998697462620160, 349209715, 40778270, 288661885, 795737184196136960, 726379555565375489]
35459922	[1052962578639581186, 1431488841672630277, 1299854416372273152, 1485842750222135298, 213182957, 27795159]
16834659	[216299334, 22905928, 756384093089259521, 1220692352, 137685594, 107414026]
9648652	[768316863944151040, 21383540, 1403059409807286272, 64733394, 9955362, 61049604]
17983365	[729035718207614976, 260847814, 180067568, 3313785009, 1148688546129219586, 713478051720343552]
8215672	[3303591954, 1173903390524497921, 3128005156, 1228705294848385024, 1333108371638132737, 1436402421970898949]
427772531	[1410755428309516291, 1474157544213909505, 4862465936, 3351121882, 1263909564572938246, 1214936713920827396]
3540252020	[1489761222446788611, 80670332, 15477558, 1186797952729341958, 817858691068203010, 1286782230174535681]
7905122	[12075832, 481655487, 27212264, 19869829, 117777690, 27045668]
82447359	[1233200712777109504, 1319523522, 1288168819, 76435243, 19617729, 1458130861723996162]
2837996969	[790278345581658112, 792326976589721600, 703451280123961345, 403142440, 1697920794, 793063734835027968]
10168082	[1352273859228147713, 1466881262467969025, 205081745, 1032179513088651264, 1336733113322496000, 15157283]
236487888	[21598152, 115710058, 325385270, 1909406492, 17500378, 42074224]
78569026	[48904521, 23431221, 2887386214, 35633645, 2746644052, 131013398]
255546135	[3644091492, 2891388368, 2802474020, 779943224576139264, 3220725411, 76083512]
1372786812	[1161805627, 1454400978455773195, 1046365518754697222, 1484928365542862849, 1350310951426224131, 539135317]
16190478	[814302283491987457, 2575666549, 1440729049806954499, 863393130, 1358189452473040897, 794361780256522249]
2367911	[463571271, 949171712041607169, 1972757540, 974776428427468801, 1481370984468865024, 207236705]
33529092	[1492594782438408194, 1489643976261050368, 900113336, 1492490213708476420, 1492641858698330112, 838169699179442177]
999453985	[1492617169938620423, 1487859033671225350, 1409290306491543553, 1354427345726296064, 1250920251887366144, 184473010]
186569856	[514423378, 1250116514721775618, 1490374740565016577, 16223625, 897566178155081733, 882632647]
893856362	[611034595, 1480254310768422916, 1094737448003948544, 1432459745697337347, 1272975879887564800, 1423172617129893888]
537904539	[1443433432688644096, 1477337093865197574, 1489965218386042882, 1485527812417245190, 1425205092312096773, 1447756391058395137]
487600344	[1466456519944417285, 2567872988, 2711718543, 34785339, 1444505853030240263, 2464493522]
5392522	[212123251, 15359183, 524985265, 82151660, 38683121, 1589179254]
2196201139	[2573931337, 141664648, 582159854, 315022664, 814296400494104576, 968008274003005440]
27789999	[1494696035565936645, 1434177334446379008, 265141349, 935403267072372736, 1348845430788874242, 1469236128507211778]
30973	[104524102, 17009186, 58689457, 1003453927159934976, 439709759, 1385361329343578118]
5741722	[589198817, 366368285, 740309674788933632, 602199246, 14894519, 438843965]
23195603	[1314410867447025664, 412797043, 1451667765836886016, 1474857931753463809, 1451985256878387207, 121830253]
15115280	[1019751185606160385, 414818069, 1174050530479374336, 57417404, 3787903994, 13838562]
2883841	[28062657, 1120359636366835713, 27461449, 1707987007, 17004022, 966927542111236096]
14437914	[1057198137914376192, 89887215, 17904878, 21821542, 1376642040407154692, 336637118]
158060289	[1453844452800401415, 1496556412830322689, 1404136166291615745, 28273986, 1410239856786259968, 1496491146469646344]
50434933	[1297161220714356736, 3021605339, 544976239, 59634987, 1438490216763961345, 1469016903985373184]
54769979	[1405613824473026568, 1494614281546973186, 28429313, 1214522429529149440, 1058738182706155520, 1490243413995778049]
17525171	[3261717588, 299776583, 1135975104586928128, 1115765249603452929, 2692355441, 785932707725324290]
